StateAbbr,StateDesc,CountyName,CountyFIPS,TotalPopulation,DIABETES_CrudePrev,OBESITY_CrudePrev,ACCESS2_CrudePrev,CSMOKING_CrudePrev,FOODINSECU_CrudePrev,Geolocation
VA,Virginia,Lexington,51678,7528,7.8,29.1,7.4,9.2,10.9,POINT (-79.440990782709 37.7836033268522)
MI,Michigan,Lake,26085,12734,17.2,40.5,10.7,20.9,21.8,POINT (-85.8017467353466 43.9901117035536)
OK,Oklahoma,Canadian,40017,175829,10.4,39.0,9.4,13.4,13.7,POINT (-97.9821562348265 35.5423317053672)
TN,Tennessee,Blount,47009,141456,13.4,36.3,10.2,16.6,,POINT (-83.9253119882998 35.6867307924373)
NY,New York,Richmond,36085,490687,11.9,30.3,7.6,12.1,15.7,POINT (-74.154571927785 40.5812377635049)
TX,Texas,Presidio,48377,5795,22.2,41.0,34.8,14.6,,POINT (-104.240890371307 29.9999117910567)
GA,Georgia,Jones,13169,28969,14.4,39.8,11.8,15.9,17.2,POINT (-83.5605812656916 33.0247296211187)
MI,Michigan,Alcona,26001,10489,16.0,39.0,6.2,15.9,12.8,POINT (-83.5940640229156 44.6853506259006)
IA,Iowa,Crawford,19047,16013,14.3,42.6,13.5,16.7,18.4,POINT (-95.3820210456667 42.0372542394508)
MN,Minnesota,Chippewa,27023,12172,12.8,40.4,9.9,16.3,14.1,POINT (-95.5663630774761 45.0221100460578)
TN,Tennessee,Knox,47093,500669,12.0,33.5,9.9,15.0,,POINT (-83.9374331556164 35.9931595301704)
TX,Texas,Hartley,48205,5145,12.0,34.5,18.8,13.4,,POINT (-102.602902654175 35.8400876885743)
WY,Wyoming,Big Horn,56003,12018,12.6,33.8,13.1,15.7,,POINT (-107.994787098478 44.5263908192951)
OK,Oklahoma,Kay,40071,43641,14.1,42.6,11.2,18.7,18.9,POINT (-97.1442458480715 36.8180490812673)
MI,Michigan,Grand Traverse,26055,96421,10.7,35.3,5.5,12.8,10.3,POINT (-85.5602075342824 44.6689883457392)
IL,Illinois,Woodford,17203,38285,10.6,37.3,6.1,12.4,9.9,POINT (-89.2113386473619 40.7882446452346)
NC,North Carolina,Dare,37055,38110,11.2,31.6,7.3,11.4,8.6,POINT (-75.7824832328063 35.7631926889993)
NC,North Carolina,Wilkes,37193,66013,13.9,38.0,11.8,17.1,16.1,POINT (-81.1632504740295 36.2059050717718)
TN,Tennessee,Greene,47059,72577,15.4,40.6,12.3,20.6,,POINT (-82.8458507944719 36.1756158824085)
NV,Nevada,Pershing,32027,6364,12.1,35.7,15.0,17.0,16.5,POINT (-118.404379375217 40.4401365996673)
MN,Minnesota,Hennepin,27053,1258713,8.1,27.1,7.5,11.1,11.2,POINT (-93.4766332455537 45.0046199706646)
IN,Indiana,Marion,18097,968460,13.0,38.3,10.7,15.0,18.6,POINT (-86.1384364601328 39.7816993858149)
KS,Kansas,Edwards,20047,2733,14.3,39.9,13.4,16.7,15.8,POINT (-99.3119785939095 37.8877100264783)
MT,Montana,Ravalli,30081,47738,10.4,31.9,9.1,12.7,9.6,POINT (-114.120708621033 46.0815641954315)
TX,Texas,Dallam,48111,7237,14.7,39.6,27.4,16.9,,POINT (-102.60214211608 36.2778960872511)
VA,Virginia,Scott,51169,21433,16.4,38.3,10.1,18.6,15.4,POINT (-82.6027558666393 36.7140071334274)
KS,Kansas,Lyon,20111,32172,11.5,37.8,13.1,14.8,16.2,POINT (-96.1526455965195 38.4558714343787)
NC,North Carolina,Moore,37125,106898,11.5,32.6,8.4,11.4,10.5,POINT (-79.4810833853778 35.3107524292018)
VA,Virginia,Culpeper,51047,54973,12.8,38.5,10.4,13.7,13.5,POINT (-77.9556488765698 38.4857542899775)
FL,Florida,Gadsden,12039,43833,19.2,44.6,18.0,18.6,,POINT (-84.6137975584322 30.5796484153785)
ND,North Dakota,Ward,38101,68332,8.8,33.9,7.7,12.6,10.3,POINT (-101.541835146962 48.2217420488633)
GA,Georgia,Washington,13303,19820,18.7,43.1,15.7,19.3,27.6,POINT (-82.7956807812309 32.9694620969242)
MN,Minnesota,Lake of the Woods,27077,3778,12.9,36.2,7.0,15.3,10.3,POINT (-94.9046419492481 48.7712953892209)
AR,Arkansas,Logan,5083,21400,14.4,38.1,10.6,18.0,17.3,POINT (-93.7171626255792 35.2148866321463)
OK,Oklahoma,Cleveland,40027,301193,10.9,36.3,9.4,13.2,15.2,POINT (-97.3263165055223 35.2025439402736)
MO,Missouri,Clark,29045,6641,14.9,41.7,9.9,21.0,16.0,POINT (-91.7382064250753 40.4102893553085)
MA,Massachusetts,Dukes,25007,20819,10.6,25.5,3.9,10.8,8.7,POINT (-70.6538263300096 41.3979064331708)
KS,Kansas,Haskell,20081,3630,13.2,41.8,16.4,16.2,17.8,POINT (-100.871073802866 37.5620393895921)
SC,South Carolina,Sumter,45085,104165,15.8,42.7,12.7,15.0,23.0,POINT (-80.3818847166483 33.915935220837)
MS,Mississippi,Perry,28111,11315,16.2,43.7,11.7,19.5,20.9,POINT (-88.9923910027504 31.1721060498963)
IL,Illinois,Piatt,17147,16714,10.9,35.1,6.2,12.5,9.8,POINT (-88.5911000328928 40.0103482466318)
TX,Texas,Cottle,48101,1294,18.8,40.6,19.7,17.6,,POINT (-100.27870868144 34.0776734655448)
IA,Iowa,Guthrie,19077,10722,12.4,37.2,6.4,14.6,10.2,POINT (-94.5010798132677 41.6838318967675)
AR,Arkansas,Saline,5125,129574,11.3,34.5,9.2,14.2,13.7,POINT (-92.6765172938046 34.6466455813868)
GA,Georgia,Bulloch,13031,84327,11.5,38.9,12.5,14.1,19.2,POINT (-81.7427854953707 32.3970074753386)
MD,Maryland,Anne Arundel,24003,594582,10.4,34.5,7.1,10.6,11.5,POINT (-76.6037600852618 39.006058161178)
NE,Nebraska,Webster,31181,3351,12.9,39.1,8.8,14.6,11.8,POINT (-98.5000164412109 40.1764244981952)
WI,Wisconsin,St. Croix,55109,96763,9.6,36.3,6.1,12.6,8.8,POINT (-92.4526727439635 45.0340717962427)
KS,Kansas,Chase,20017,2579,13.9,38.2,10.7,16.4,14.0,POINT (-96.5940239039533 38.302043810592)
AR,Arkansas,Woodruff,5147,5964,18.3,39.2,12.6,20.2,24.5,POINT (-91.2431471012526 35.1863222444477)
NY,New York,Cayuga,36011,74485,11.8,35.7,6.6,15.1,14.8,POINT (-76.5543895949223 42.9173809062338)
OR,Oregon,Crook,41013,26952,12.5,36.1,7.9,13.0,,POINT (-120.356406409534 44.1422197715871)
SC,South Carolina,Lee,45061,15967,20.1,43.7,15.9,18.6,31.6,POINT (-80.2549660085699 34.1632583406157)
TX,Texas,Runnels,48399,9868,14.7,35.9,19.3,14.3,,POINT (-99.9760823556218 31.8313952476266)
WA,Washington,Kittitas,53037,45508,9.7,34.7,8.1,11.1,,POINT (-120.680006355822 47.124429929857)
OH,Ohio,Allen,39003,100838,14.5,39.7,8.3,17.0,14.8,POINT (-84.1057940825963 40.7714977646394)
TN,Tennessee,Benton,47005,16103,16.9,40.8,12.9,22.4,,POINT (-88.0686069441831 36.0701284598924)
NC,North Carolina,Cleveland,37045,101378,13.6,38.6,10.9,16.4,17.6,POINT (-81.5554731480207 35.3336676514711)
TN,Tennessee,Monroe,47123,48594,15.9,39.1,12.8,21.7,,POINT (-84.2525088223491 35.4431760782153)
MI,Michigan,Berrien,26021,152261,13.5,38.8,7.3,15.0,15.8,POINT (-86.4122165831664 41.9547057695221)
LA,Louisiana,Catahoula,22025,8414,17.7,41.8,12.0,22.7,29.0,POINT (-91.8468368192285 31.6659805229835)
TX,Texas,Webb,48479,269148,16.1,42.1,36.2,12.7,,POINT (-99.3318735340826 27.7610056449314)
TX,Texas,Brooks,48047,6848,19.8,42.6,37.8,15.4,,POINT (-98.2186652765607 27.0315471342621)
NJ,New Jersey,Essex,34013,851117,12.0,29.6,14.5,12.4,21.2,POINT (-74.2472201241648 40.7873099971697)
AL,Alabama,Lowndes,1085,9717,24.1,51.2,13.9,21.6,38.3,POINT (-86.6500611800636 32.1550262402887)
WA,Washington,Spokane,53063,551455,10.2,34.7,7.3,11.7,,POINT (-117.404063103244 47.6206587768365)
OR,Oregon,Klamath,41035,70003,14.1,37.9,10.3,15.1,,POINT (-121.650013578635 42.686137951648)
CO,Colorado,Montrose,8085,44156,11.5,27.5,12.6,13.4,,POINT (-108.268870810242 38.4024069870887)
MN,Minnesota,Swift,27151,9719,13.2,38.4,9.1,16.6,13.3,POINT (-95.6814377142811 45.2826676208658)
MO,Missouri,St. Charles,29183,416659,10.3,35.7,6.4,12.2,8.4,POINT (-90.6742597572057 38.781939023918)
IN,Indiana,Vigo,18167,106153,13.7,41.0,8.9,17.6,16.8,POINT (-87.3896586546696 39.4308217583187)
MS,Mississippi,Lawrence,28077,11741,18.8,46.3,13.6,21.7,27.4,POINT (-90.1067346613725 31.550086210695)
IN,Indiana,Clay,18021,26460,14.2,43.3,8.1,18.0,14.1,POINT (-87.1156970341882 39.3927502534324)
ND,North Dakota,Mercer,38057,8309,12.2,39.8,7.5,15.1,11.2,POINT (-101.831546490259 47.3092014368661)
IA,Iowa,Jefferson,19101,15440,13.2,39.6,6.8,14.0,11.7,POINT (-91.9487990147713 41.0318442951922)
GA,Georgia,Clarke,13059,129933,10.9,30.2,12.7,12.3,18.4,POINT (-83.3666684734856 33.9516744526006)
AL,Alabama,DeKalb,1049,72569,15.7,38.6,14.7,19.6,22.6,POINT (-85.8039693236418 34.4598606858773)
KS,Kansas,Russell,20167,6723,13.9,41.5,9.6,17.1,13.2,POINT (-98.762476916684 38.9146512455974)
IA,Iowa,Winnebago,19189,10571,11.6,38.4,7.0,14.3,10.8,POINT (-93.7340986280048 43.3775256073817)
WI,Wisconsin,Milwaukee,55079,916205,13.1,38.6,10.8,14.6,19.2,POINT (-87.9669491230639 43.0071720144533)
MT,Montana,Fergus,30027,11772,11.4,31.2,9.4,14.6,11.8,POINT (-109.224360489992 47.2632833231955)
ND,North Dakota,Grant,38037,2215,15.2,41.3,8.0,16.4,12.6,POINT (-101.640754056464 46.3576616136167)
NC,North Carolina,Haywood,37087,62969,12.4,33.3,9.0,13.9,11.7,POINT (-82.9820402617006 35.5556752243833)
MT,Montana,Toole,30101,5133,11.5,35.6,13.2,19.3,16.9,POINT (-111.695413434683 48.6553867733529)
MT,Montana,Sheridan,30091,3498,11.5,35.5,9.9,14.7,11.7,POINT (-104.504661923628 48.7209969285312)
NC,North Carolina,Davie,37059,44599,12.1,33.4,9.4,13.5,11.7,POINT (-80.5445531639191 35.9288732524121)
VA,Virginia,Orange,51137,38574,12.9,37.1,8.7,13.7,12.1,POINT (-78.0140876981667 38.2455445836208)
MN,Minnesota,Mahnomen,27087,5280,16.8,43.8,11.4,24.5,26.1,POINT (-95.8092496496318 47.3255519081299)
MT,Montana,Big Horn,30003,12751,15.1,35.5,14.1,24.7,29.2,POINT (-107.48944354563 45.4233011316632)
MN,Minnesota,Sherburne,27141,102206,9.0,39.0,7.1,14.2,10.6,POINT (-93.7749839154167 45.4441001810069)
CO,Colorado,San Juan,8111,802,10.2,26.4,8.3,11.2,,POINT (-107.675884537497 37.7637873249573)
OH,Ohio,Holmes,39075,44386,12.7,38.2,12.3,21.5,18.5,POINT (-81.9295580157618 40.5612300981469)
WY,Wyoming,Uinta,56041,20745,11.0,34.4,11.8,14.8,,POINT (-110.547535027877 41.287644945248)
NE,Nebraska,Phelps,31137,9057,11.5,38.6,9.3,14.5,11.8,POINT (-99.4141068650729 40.5110183458877)
MS,Mississippi,Union,28145,28284,14.1,41.6,12.8,18.5,20.2,POINT (-89.0037898313235 34.4905254554951)
DE,Delaware,Sussex,10005,263509,14.2,33.8,9.4,14.0,12.4,POINT (-75.3899993656017 38.6607348167294)
OK,Oklahoma,Lincoln,40081,34562,14.1,44.1,10.3,18.9,18.2,POINT (-96.8809102714908 35.7030440513978)
ID,Idaho,Camas,16025,1232,11.8,29.7,10.0,12.4,11.2,POINT (-114.805504004867 43.4631123331592)
MN,Minnesota,Murray,27101,8049,12.6,36.3,8.3,14.6,11.1,POINT (-95.7633155473769 44.0220771514639)
TN,Tennessee,Union,47173,20741,14.6,40.3,12.5,21.3,,POINT (-83.8370837651738 36.2880602959072)
SD,South Dakota,Jones,46075,855,14.7,35.4,8.1,16.2,,POINT (-100.689729583305 43.9607078940522)
OH,Ohio,Fairfield,39045,165360,12.2,35.6,7.1,14.4,11.7,POINT (-82.6306572277557 39.7516133054728)
VA,Virginia,Amherst,51009,31396,15.1,39.3,9.1,15.6,14.7,POINT (-79.1455618570558 37.6052072744598)
MO,Missouri,Howard,29089,10101,12.0,34.8,8.2,15.7,12.4,POINT (-92.6963287905208 39.1425662415818)
NC,North Carolina,Randolph,37151,147458,13.2,39.9,13.0,16.7,17.0,POINT (-79.8059275016308 35.7103579095623)
VT,Vermont,Windham,50025,45966,9.8,25.9,6.3,12.2,,POINT (-72.713775897256 42.9903591496114)
GA,Georgia,Douglas,13097,149160,13.6,36.3,13.0,13.7,20.0,POINT (-84.7678598130121 33.702130966663)
NM,New Mexico,De Baca,35011,1657,15.3,32.5,15.3,14.1,17.9,POINT (-104.412009264368 34.3425624314799)
OK,Oklahoma,Beaver,40007,5018,13.9,38.4,15.2,15.3,17.8,POINT (-100.476794921527 36.7496415387971)
AL,Alabama,Lamar,1075,13661,16.7,40.8,10.9,18.8,19.8,POINT (-88.0969548281156 33.7791463830423)
NC,North Carolina,Cabarrus,37025,240016,10.8,33.3,9.9,12.4,13.5,POINT (-80.5518327021882 35.3869793087838)
MO,Missouri,Douglas,29067,12228,15.3,38.0,10.1,20.1,15.5,POINT (-92.4987394120497 36.9325353882971)
MI,Michigan,Ingham,26065,284637,10.2,34.5,6.9,13.0,14.8,POINT (-84.3736006361756 42.5970860473025)
NE,Nebraska,Jefferson,31095,7054,13.4,37.4,8.8,14.6,11.4,POINT (-97.1426241579072 40.1757684728569)
TX,Texas,Atascosa,48013,51784,15.4,42.2,27.4,13.7,,POINT (-98.5272274832312 28.8935255788909)
SD,South Dakota,Lyman,46085,3705,15.8,40.1,10.8,21.4,,POINT (-99.8474355340442 43.8960424767044)
WA,Washington,Chelan,53007,79997,10.7,29.1,11.8,11.4,,POINT (-120.618711870213 47.8688376551815)
MA,Massachusetts,Nantucket,25019,14444,8.6,27.7,4.5,9.1,8.7,POINT (-70.0734407385574 41.284227791995)
MT,Montana,Lake,30047,33338,12.2,33.0,10.2,15.5,15.0,POINT (-114.089290320548 47.6459272289418)
MS,Mississippi,Winston,28159,17416,19.5,41.7,13.1,19.8,27.9,POINT (-89.0344732941972 33.0884601939526)
AL,Alabama,Elmore,1051,90441,13.0,38.9,9.2,15.1,17.3,POINT (-86.1484340236509 32.5970686891064)
MI,Michigan,Dickinson,26043,25982,12.6,38.1,5.9,15.1,11.9,POINT (-87.870275273909 46.0091529313179)
VA,Virginia,King George,51099,28568,11.6,36.1,8.2,13.1,12.0,POINT (-77.1563967511575 38.2734816588924)
NY,New York,Washington,36115,60047,11.2,31.4,6.2,14.7,12.9,POINT (-73.430679224169 43.3138302165346)
IL,Illinois,McDonough,17109,26839,11.4,36.3,8.0,13.8,15.4,POINT (-90.6777808912349 40.4560500734705)
CO,Colorado,Costilla,8023,3628,17.0,31.6,19.6,13.5,,POINT (-105.428087516472 37.278192662225)
TX,Texas,Kendall,48259,50537,11.1,34.3,11.5,10.0,,POINT (-98.7115403167654 29.9447622449923)
GA,Georgia,Appling,13001,18457,17.4,40.6,17.9,20.3,24.5,POINT (-82.2886914217215 31.7493335724705)
MT,Montana,Madison,30057,9521,10.6,28.7,8.7,12.2,9.0,POINT (-111.920361769865 45.3005046497515)
WY,Wyoming,Lincoln,56023,20880,11.4,35.4,10.0,14.1,,POINT (-110.65625410799 42.2639412641557)
AL,Alabama,Perry,1105,7738,24.6,52.9,13.8,21.9,39.4,POINT (-87.2942727229619 32.6384797740624)
MS,Mississippi,Calhoun,28013,12685,18.2,41.1,14.0,20.1,25.2,POINT (-89.3363612688369 33.9364148056908)
IN,Indiana,Gibson,18051,32904,13.0,39.4,8.0,17.6,13.6,POINT (-87.58529744602 38.3115891747454)
MI,Michigan,Menominee,26109,22945,13.9,38.9,6.9,16.7,14.0,POINT (-87.5565973516825 45.5804081458152)
AL,Alabama,Cleburne,1029,15639,14.6,37.4,10.1,17.8,17.0,POINT (-85.5179075897695 33.6749172926082)
NE,Nebraska,Knox,31107,8298,14.1,39.8,8.9,16.0,13.5,POINT (-97.8918692211202 42.6368560722072)
TX,Texas,Fort Bend,48157,916778,12.0,30.1,12.6,9.8,,POINT (-95.7710151057797 29.527427679919)
SC,South Carolina,Cherokee,45021,56714,15.0,38.8,14.0,17.3,21.5,POINT (-81.6201801495539 35.048585264621)
VA,Virginia,Alexandria,51510,155230,9.9,32.0,7.9,9.0,10.6,POINT (-77.0855959007251 38.8183235184618)
WV,West Virginia,Pleasants,54073,7428,14.9,44.0,8.4,19.7,14.8,POINT (-81.1611582140674 39.3705911266091)
ID,Idaho,Clearwater,16035,9214,13.1,31.8,10.1,14.1,13.0,POINT (-115.656694865225 46.6735928960896)
NJ,New Jersey,Salem,34033,65338,11.9,34.0,11.0,14.7,15.6,POINT (-75.3493244183429 39.5880166974188)
MS,Mississippi,Issaquena,28055,1256,16.4,45.3,21.3,21.6,36.8,POINT (-90.9890259950925 32.7414125462659)
TX,Texas,Smith,48423,245209,13.2,37.5,15.3,13.6,,POINT (-95.2689903320297 32.3753231431175)
VT,Vermont,Lamoille,50015,26060,8.3,29.2,6.1,11.9,,POINT (-72.6417604693676 44.6070889416204)
NC,North Carolina,Washington,37187,10713,20.6,43.6,12.8,19.0,25.8,POINT (-76.5770084500192 35.8231123664106)
TX,Texas,Uvalde,48463,24960,15.7,40.1,28.5,13.1,,POINT (-99.7622517109272 29.3573842987662)
ND,North Dakota,Towner,38095,2030,15.0,43.9,8.6,16.9,13.4,POINT (-99.2456367154064 48.6856062470282)
AR,Arkansas,White,5145,78452,12.6,39.7,10.9,17.4,18.6,POINT (-91.7454779964398 35.2560865177608)
TX,Texas,Navarro,48349,55635,15.3,38.1,20.8,16.6,,POINT (-96.4726518605146 32.0468217387349)
NV,Nevada,Nye,32023,55720,15.7,39.7,13.1,17.7,17.6,POINT (-116.471809599714 38.0419684455387)
NE,Nebraska,Blaine,31009,436,13.3,39.3,7.9,15.1,11.6,POINT (-99.9767855741633 41.9128133505015)
MI,Michigan,Ontonagon,26131,5906,16.5,37.0,6.3,16.3,13.2,POINT (-89.3147994831589 46.6644135776086)
WI,Wisconsin,Waupaca,55135,51388,13.1,38.2,8.2,15.7,11.9,POINT (-88.9648874578922 44.4704262386258)
TX,Texas,Lavaca,48285,20571,14.6,36.3,15.4,14.4,,POINT (-96.9301548131153 29.3843959612115)
IN,Indiana,Fayette,18041,23362,15.4,44.9,9.4,20.2,16.8,POINT (-85.178588681036 39.6399780653961)
SC,South Carolina,Georgetown,45043,65731,16.9,31.8,9.8,11.9,14.4,POINT (-79.3325453263262 33.4333367672748)
IN,Indiana,Warrick,18173,65867,11.6,34.0,6.1,13.0,9.0,POINT (-87.272022712185 38.0922447608573)
WV,West Virginia,Wood,54107,83052,16.6,43.5,7.9,18.9,15.5,POINT (-81.5149955199239 39.2111889760022)
FL,Florida,Pasco,12101,632996,12.8,31.8,14.5,13.5,,POINT (-82.3944848610698 28.3087668412932)
GA,Georgia,Pulaski,13235,10095,16.8,40.8,15.2,18.9,24.2,POINT (-83.4761753532408 32.2321360694052)
NY,New York,Rensselaer,36083,159305,9.9,31.5,5.7,11.9,12.3,POINT (-73.5094593102978 42.7110428253963)
WI,Wisconsin,Dodge,55027,88231,11.3,42.8,8.5,14.9,12.1,POINT (-88.7074335013507 43.416249353835)
AZ,Arizona,Yavapai,4025,249081,12.1,27.0,10.6,12.0,11.5,POINT (-112.553640853115 34.5996977529402)
TX,Texas,Parmer,48369,9617,15.0,37.0,28.6,13.4,,POINT (-102.784414317939 34.5299392685081)
NC,North Carolina,Carteret,37031,69615,12.5,34.0,8.0,12.7,10.1,POINT (-76.6542732540305 34.8273639547444)
TN,Tennessee,Rhea,47143,33924,15.7,42.5,13.7,21.5,,POINT (-84.9243596929919 35.6089795034142)
OR,Oregon,Curry,41015,23296,15.7,38.4,8.1,13.4,,POINT (-124.156361485654 42.4573016325707)
MN,Minnesota,Clearwater,27029,8644,12.8,34.5,8.9,18.8,14.8,POINT (-95.3790110780952 47.577902619616)
TN,Tennessee,Cocke,47029,37404,17.2,40.3,14.0,23.9,,POINT (-83.1211811402949 35.9254591010981)
NY,New York,New York,36061,1597451,8.9,19.2,6.8,8.2,14.7,POINT (-73.9714738348854 40.7722884387458)
MI,Michigan,Huron,26063,30927,14.3,38.6,7.0,16.6,14.3,POINT (-83.0196504596317 43.8334172806921)
ID,Idaho,Nez Perce,16069,42987,10.8,37.7,9.5,13.5,13.1,POINT (-116.749939019682 46.3271022270792)
MN,Minnesota,Brown,27015,25628,11.5,35.5,8.1,14.6,11.1,POINT (-94.7275709404096 44.2421718867323)
IL,Illinois,Edgar,17045,16334,13.6,37.5,8.1,16.4,14.4,POINT (-87.7455506035259 39.6785617385241)
IA,Iowa,Iowa,19095,16381,11.7,43.4,6.6,14.8,10.5,POINT (-92.0651878097029 41.6862406700397)
MO,Missouri,Cooper,29053,16947,12.2,37.5,8.7,16.6,12.7,POINT (-92.8101598105797 38.843489327174)
KS,Kansas,Finney,20055,37466,13.1,37.3,21.1,15.3,21.6,POINT (-100.737646065991 38.0440536110276)
IN,Indiana,Benton,18007,8729,14.2,42.4,9.7,18.8,15.8,POINT (-87.3107747843354 40.6063412111328)
IN,Indiana,Monroe,18105,139342,9.9,32.5,7.0,12.2,12.7,POINT (-86.523228001631 39.1608320398439)
IA,Iowa,Butler,19023,14172,12.6,39.3,6.9,15.7,11.3,POINT (-92.7901998363377 42.7315884100093)
AR,Arkansas,Columbia,5027,22150,14.4,37.7,11.0,16.1,23.6,POINT (-93.2275288321248 33.2144070346383)
FL,Florida,Hamilton,12047,13471,17.6,41.5,19.4,20.6,,POINT (-82.9479422377151 30.4963440419861)
TX,Texas,Martin,48317,5216,12.1,36.0,21.8,14.0,,POINT (-101.951315595518 32.3060050931202)
WY,Wyoming,Crook,56011,7592,11.5,32.6,9.5,13.5,,POINT (-104.569576215136 44.5885182060997)
NM,New Mexico,Taos,35055,34405,15.2,27.9,13.8,11.2,16.5,POINT (-105.63098311438 36.5783384910955)
MI,Michigan,Washtenaw,26161,365536,8.7,27.5,5.2,9.8,11.0,POINT (-83.8388014669744 42.2532412476672)
MI,Michigan,Livingston,26093,196757,9.7,32.3,4.7,11.9,8.8,POINT (-83.9115825898176 42.6029888089791)
OK,Oklahoma,Nowata,40105,9438,15.2,40.5,10.2,20.3,20.2,POINT (-95.6173671917311 36.7984587733773)
MO,Missouri,St. Clair,29185,9752,16.2,37.6,10.2,20.9,16.1,POINT (-93.7760224318696 38.0371732557425)
MS,Mississippi,Oktibbeha,28105,51203,10.9,34.5,10.1,12.4,19.7,POINT (-88.8793086175243 33.4250380065366)
TX,Texas,Childress,48075,6788,12.0,36.1,21.6,14.7,,POINT (-100.207774384302 34.5292988540365)
WI,Wisconsin,Monroe,55081,46151,12.8,44.4,9.0,17.1,14.1,POINT (-90.6180280525809 43.9459869831102)
TN,Tennessee,Marshall,47117,36961,13.6,40.0,11.9,18.8,,POINT (-86.765342042301 35.4689863996802)
NY,New York,Bronx,36005,1356476,16.1,33.5,15.6,13.2,37.0,POINT (-73.8639682834492 40.8500845301366)
VA,Virginia,Roanoke,51161,97026,12.0,34.4,7.2,11.9,9.9,POINT (-80.0681535863564 37.2695975499494)
KS,Kansas,Jewell,20089,2847,15.8,39.1,9.2,17.3,13.1,POINT (-98.2182221957202 39.7847143160624)
FL,Florida,Leon,12073,296913,10.6,33.1,11.2,11.3,,POINT (-84.2782658595301 30.4579959957893)
ME,Maine,Somerset,23025,51302,13.9,37.2,9.5,19.7,14.5,POINT (-69.959045271424 45.5138889144984)
ND,North Dakota,Adams,38001,2163,14.1,34.8,8.0,15.3,12.0,POINT (-102.5284049481 46.0968716061517)
TN,Tennessee,Hawkins,47073,58600,16.0,41.1,12.0,21.2,,POINT (-82.9450444113545 36.4415694490017)
TX,Texas,Oldham,48359,1783,13.3,36.1,15.0,15.3,,POINT (-102.602717239407 35.4042067175398)
OH,Ohio,Vinton,39163,12474,15.4,40.3,9.5,21.2,17.0,POINT (-82.4851248671181 39.2511886305124)
CA,California,Fresno,6019,1017162,12.7,37.7,14.6,13.2,24.9,POINT (-119.64899454546 36.7581714404224)
MS,Mississippi,Quitman,28119,5546,22.8,51.2,15.4,23.2,39.4,POINT (-90.2892529683355 34.2512280348671)
LA,Louisiana,East Carroll,22035,6829,22.0,51.2,16.1,28.4,46.4,POINT (-91.2350797653232 32.7324975675063)
WV,West Virginia,Webster,54101,8045,19.5,42.9,10.4,24.2,19.8,POINT (-80.4221064541905 38.4946072732535)
KS,Kansas,Meade,20119,3911,12.5,36.8,12.8,15.8,14.7,POINT (-100.365566748715 37.2382604022196)
TX,Texas,Terrell,48443,687,15.0,33.8,16.8,9.2,,POINT (-102.076351165214 30.2251185411678)
TX,Texas,Comanche,48093,14050,14.8,36.7,18.1,14.5,,POINT (-98.5581879467796 31.9479319781139)
TX,Texas,Mitchell,48335,9075,13.3,38.4,24.2,16.0,,POINT (-100.92119615452 32.3062215177593)
SC,South Carolina,Pickens,45077,135495,12.1,35.4,11.6,13.5,17.0,POINT (-82.7248279101052 34.8875012785259)
GA,Georgia,White,13311,29026,13.2,35.0,11.5,14.7,12.5,POINT (-83.7466369042174 34.6465178296611)
GA,Georgia,Harris,13145,36654,12.6,33.0,9.6,12.2,11.1,POINT (-84.9080983606134 32.7360422187992)
AR,Arkansas,Miller,5091,42415,15.3,38.1,12.2,19.1,23.8,POINT (-93.8924281761086 33.3123156126392)
MO,Missouri,Macon,29121,15161,12.9,34.4,8.5,16.9,12.3,POINT (-92.5645284605799 39.8304533484823)
SD,South Dakota,Spink,46115,6166,12.9,36.0,8.4,15.1,,POINT (-98.3462296047669 44.9380991635483)
NC,North Carolina,Duplin,37061,49520,15.5,39.4,15.8,16.3,21.4,POINT (-77.9328634793398 34.9363853110288)
IA,Iowa,Decatur,19053,7665,12.4,39.6,8.1,15.9,13.9,POINT (-93.7863886411411 40.7375938894214)
KS,Kansas,Clark,20025,1847,12.1,36.8,9.8,13.9,11.6,POINT (-99.8196192691957 37.2354754028938)
ID,Idaho,Blaine,16013,25041,10.2,23.1,10.5,9.6,10.2,POINT (-113.979666235261 43.4116034636535)
WI,Wisconsin,Racine,55101,196613,12.5,42.3,9.6,14.7,14.2,POINT (-88.0615110425471 42.7474549331325)
NM,New Mexico,Cibola,35006,26780,16.6,39.1,16.1,19.4,28.6,POINT (-107.999572657595 34.9125517104749)
TX,Texas,Rains,48379,12986,14.1,35.8,12.4,14.6,,POINT (-95.7937641359223 32.8701771320508)
IL,Illinois,Jersey,17083,21091,11.7,39.0,6.9,14.0,11.6,POINT (-90.3562462972533 39.0855866355985)
IA,Iowa,Marion,19125,33770,10.5,39.4,5.9,13.3,9.3,POINT (-93.0994398288825 41.3344521497994)
NC,North Carolina,Alamance,37001,179165,12.2,38.5,11.7,13.9,16.4,POINT (-79.3994760246283 36.0436739846115)
