StateAbbr,StateDesc,CountyName,CountyFIPS,TotalPopulation,DIABETES_CrudePrev,OBESITY_CrudePrev,ACCESS2_CrudePrev,CSMOKING_CrudePrev,FOODINSECU_CrudePrev,Geolocation
AL,Alabama,Morgan,1103,125133,14.7,38.6,11.2,16.1,17.9,POINT (-86.8530296512976 34.453569812448)
MT,Montana,Liberty,30051,1974,13.1,34.0,11.8,17.7,16.6,POINT (-111.023099146745 48.5619202566566)
IA,Iowa,Delaware,19055,17600,12.5,39.7,7.0,16.3,11.7,POINT (-91.3670993505697 42.471259321315)
TN,Tennessee,White,47185,28692,15.6,39.7,13.0,22.1,,POINT (-85.4547326738856 35.9262298617903)
WI,Wisconsin,Richland,55103,17197,13.6,37.5,8.7,16.4,13.1,POINT (-90.4295276874604 43.375594361217)
MO,Missouri,Warren,29219,37806,12.3,39.0,8.9,17.1,12.7,POINT (-91.1607703978318 38.7645744472985)
MN,Minnesota,Renville,27129,14348,13.1,38.8,9.8,16.6,13.3,POINT (-94.9467488296717 44.7268324539775)
TX,Texas,Franklin,48159,10735,13.0,35.3,12.5,13.1,,POINT (-95.218562136449 33.1757036707702)
VA,Virginia,Waynesboro,51820,23182,13.2,38.6,10.3,15.2,15.1,POINT (-78.9005257971056 38.0683570399793)
GA,Georgia,Burke,13033,24438,18.3,40.1,15.0,19.0,25.9,POINT (-82.00069347969 33.0613394728213)
NY,New York,Schenectady,36093,159902,10.2,34.3,6.2,12.1,14.0,POINT (-74.0585539957587 42.818072641015)
VT,Vermont,Orange,50017,29943,9.7,32.6,6.1,12.1,,POINT (-72.3767652710136 44.0056456103238)
TX,Texas,Somervell,48425,9888,12.3,34.3,13.4,13.4,,POINT (-97.7746942699645 32.2223111775323)
IA,Iowa,Marshall,19127,40014,12.7,44.1,11.0,15.2,14.7,POINT (-92.998918907373 42.0358562892841)
CO,Colorado,Huerfano,8055,7055,13.9,27.5,13.4,12.9,,POINT (-104.960396570107 37.6847024312254)
CA,California,Butte,6007,207172,10.7,29.3,8.3,12.8,16.1,POINT (-121.60115169224 39.6663795928272)
ND,North Dakota,Golden Valley,38033,1743,13.7,37.6,7.6,15.6,11.5,POINT (-103.846613268804 46.9402478503952)
MI,Michigan,Presque Isle,26141,13285,15.6,40.9,6.5,16.3,13.5,POINT (-83.9181089917579 45.3402786999945)
NC,North Carolina,Watauga,37189,54748,9.8,33.0,8.8,12.3,13.1,POINT (-81.6965516146841 36.2310171963868)
MO,Missouri,Hickory,29085,8718,19.7,43.0,10.7,23.2,19.1,POINT (-93.3206021082555 37.9409307564878)
AR,Arkansas,Washington,5143,261549,10.1,35.4,12.7,13.4,17.0,POINT (-94.2156793425187 35.9788480792297)
AL,Alabama,Covington,1039,37952,16.3,37.9,10.4,17.6,19.0,POINT (-86.451444907521 31.2486200676573)
LA,Louisiana,Morehouse,22067,23955,20.3,44.8,10.8,23.0,33.7,POINT (-91.8017887618727 32.8198832808812)
NE,Nebraska,Clay,31035,6116,11.8,40.1,9.6,14.9,11.7,POINT (-98.0513042084364 40.5244040381913)
GA,Georgia,Coffee,13069,43317,16.1,39.3,19.0,20.7,27.6,POINT (-82.8493988376197 31.5492785823229)
WY,Wyoming,Natrona,56025,79941,11.1,36.6,11.6,14.9,,POINT (-106.798428990807 42.9624387201285)
MI,Michigan,Cheboygan,26031,26048,14.6,41.1,6.8,16.7,14.3,POINT (-84.4999100423814 45.4468981594658)
IN,Indiana,Whitley,18183,34742,12.6,39.7,7.6,15.8,11.8,POINT (-85.5049954942885 41.1392446489357)
OH,Ohio,Auglaize,39011,46050,12.2,39.5,7.2,15.3,10.7,POINT (-84.2217028293862 40.5608789781255)
IA,Iowa,Polk,19153,505255,10.1,37.0,7.5,13.3,12.5,POINT (-93.573526118271 41.6854989182508)
NV,Nevada,Lincoln,32017,4452,11.8,31.6,9.4,15.0,12.1,POINT (-114.877260167414 37.6434139651124)
TX,Texas,Willacy,48489,20037,18.8,43.2,40.8,16.4,,POINT (-97.6596738477396 26.4696396211286)
IA,Iowa,Plymouth,19149,25722,11.2,39.4,7.0,14.5,10.3,POINT (-96.2141312816604 42.7377983230567)
